Movie,Year
The Lightkeepers,2009
Bodyguards and Assassins,2009
Alvin and The Chipmunks: The Squeakuel,2009
3 Idiots,2009
It's Complicated,2009
Nowhere Boy,2009
The Gruffalo,2009
The Marine 2,2009
The New Tenants,2009
Daemon,2009
The Thomas Crown Affair 2,2009
The Electric Kool-Aid Acid Test,2009
Dan Mintner: Badass for Hire,2009
Divorced Guys,2009
I Want to ______ Your Sister,2009
Point Break: Indo,2009
Out,2009
Stigmata 2,2009
The Surrogate,2009
The Prince of Providence,2009
Killing Pablo,2009
Lost Planet,2009
Hater,2009
Kerosene Cowboys,2009
Witchblade,2009
Rob Zombie's Tyrannosaurus Rex,2009
Boomsday,2009
Virulents,2009
Rock 'n' Roll High School,2009
The Kind One,2009
The Opposite of Love,2009
Clock Tower,2009
Playing for Pizza,2009
Sleeper,2009
Eloise in Paris,2009
Mandrake,2009
dallas,2009
cartagena,2009
billy smoke,2009
Join Our Content Team,2009
Owned & Operated by Valnet Inc.,2009
What's On Streaming,2010
Box Office News,2010
Thrillers,2010
Paramount+,2010
James Bond,2010
Join Our Content Team,2010
Owned & Operated by Valnet Inc.,2010
2008,2010
2009,2010
2010,2010
2011,2010
2012,2010
Ashley's Ashes,2010
The Beautiful and the Damned,2010
"Little Children, Big Words",2010
The Terror Experiment,2010
Hard Breakers,2010
The Taint,2010
8: The Mormon Proposition,2010
Dinoshark,2010
Brotherhood,2010
Super Hybrid,2010
Crazy on the Outside,2010
The Book of Eli,2010
Devil,2010
Every Day,2010
Tooth Fairy,2010
Henry's Crime,2010
Easy Money,2010
The Spy Next Door,2010
Smokin' Aces 2: Assassins' Ball,2010
Extraordinary Measures,2010
Legion,2010
Hesher,2010
Teenage Paparazzo,2010
Oceans,2010
Bass Ackwards,2010
Drones,2010
Waste Land,2010
"Madagascar, a Journey Diary",2010
Exit Through the Gift Shop,2010
American Sunset,2010
Joan Rivers: A Piece of Work,2010
Still Bill,2010
Edge of Darkness,2010
When in Rome,2010
ZMD: Zombies of Mass Destruction,2010
Saint John of Las Vegas,2010
Blood Done Sign My Name,2010
Percy Jackson & the Olympians: Lightning Thief,2010
From Paris with Love,2010
Dear John,2010
Malice in Wonderland,2010
Bloodworth,2010
Schusterman Levine: A Boxing Fable,2010
Dante's Inferno: An Animated Epic,2010
The Killing Machine,2010
The Lazarus Effect,2010
The Wolfman,2010
Valentine's Day,2010
The Horde,2010
Waiting for Forever,2010
My Name Is Khan,2010
The Ghost Writer,2010
Shutter Island,2010
Father of Invention,2010
Centurion,2010
The Illusionist,2010
Le Mac,2010
The Door,2010
The Killer Inside Me,2010
Miracle Fish,2010
Blood Into Wine,2010
DC Showcase: The Spectre,2010
And Soon the Darkness,2010
Cop Out,2010
The Crazies,2010
The Art of the Steal,2010
Alice in Wonderland,2010
How to Train Your Dragon,2010
Green Zone,2010
She's Out of My League,2010
Zwart Water,2010
Our Family Wedding,2010
The Cow Who Wanted to Be a Hamburger,2010
Remember Me,2010
13,2010
Marwencol,2010
Suicide Girls Must Die!,2010
Barry Munday,2010
Giallo,2010
Cold Weather,2010
The Bounty Hunter,2010
Heartbreaker,2010
Iron Doors 3D,2010
Never Let Me Go,2010
Repo Men,2010
the runaways,2010
Hubble 3D,2010
A Somewhat Gentle Man,2010
Diary of a Wimpy Kid,2010
Tekken,2010
Kick-Ass,2010
Hot Tub Time Machine,2010
Greenberg,2010
Nanny McPhee Returns,2010
6 Souls,2010
Bio-Slime,2010
The Last Song,2010
The Perfect Game,2010
Music by Prudence,2010
Wrecked,2010
Why Did I Get Married Too?,2010
Furry Vengeance,2010
My Own Love Song,2010
Date Night,2010
When You're Strange,2010
The River Why,2010
Aventures Extraordinaires D'Adele Blanc-Sec,2010
Mega Piranha,2010
American: The Bill Hicks Story,2010
Cemetery Junction,2010
Experimental Activity,2010
The Joneses,2010
"Fat, Sick & Nearly Dead",2010
Hey Watch This,2010
peacock,2010
The Crush,2010
The Losers,2010
In My Sleep,2010
Burning Palms,2010
The Back-up Plan,2010
Monogamy,2010
Spork,2010
Snowmen,2010
Na Wewe,2010
Shadows & Lies,2010
Iron Man 2,2010
Ip Man 2,2010
Sympathy for Delicious,2010
Please Give,2010
A Nightmare On Elm Street,2010
Saturday Night,2010
Never Sleep Again: The Elm Street Legacy,2010
Perfect Combination,2010
Ong Bak 3,2010
George A. Romero's Survival of the Dead,2010
babies,2010
Four Lions,2010
Multiple Sarcasms,2010
Casino Jack and the United States of Money,2010
The Switch,2010
Lost Boys 3,2010
Letters to Juliet,2010
Just Wright,2010
Shrek Forever After,2010
Leap Year,2010
Certified Copy,2010
Prince of Persia: The Sands of Time,2010
Street Dance,2010
"Life, Above All",2010
Fair Game,2010
Kites,2010
Holy Rollers,2010
Macgruber,2010
You Will Meet a Tall Dark Stranger,2010
#ReGeneration,2010
Sex and the City 2,2010
Redline,2010
The Special Relationship,2010
The Stranger,2010
The Lost Thing,2010
High School,2010
Animal Kingdom,2010
Killers,2010
Get Him to the Greek,2010
Meet Monica Velour,2010
Cold Fish,2010
Marmaduke,2010
Black Death,2010
The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010
Destroying Jonah Hill,2010
The A-Team,2010
Shanghai,2010
Gun,2010
Norman,2010
Winter's Bone,2010
The Lottery,2010
God of Love,2010
Unthinkable,2010
knight and day,2010
The Tortured,2010
Toy Story 3,2010
The Last Rites of Ransom Pride,2010
I Spit on Your Grave,2010
Day & Night,2010
Cyrus,2010
Jonah Hex,2010
Monsters,2010
7 Days,2010
The Twilight Saga: Eclipse,2010
Grown Ups,2010
Restrepo,2010
The Last Airbender,2010
Love Ranch,2010
Sinners and Saints,2010
Truth in Numbers? Everything According to Wikipedia,2010
The Perfect Host,2010
Predators,2010
Despicable Me,2010
The Kids Are All Right,2010
Freak Dance,2010
Legend of the Guardians: The Owls of Ga'Hoole,2010
The Sorcerer's Apprentice,2010
Don't You Forget About Me,2010
Tamara Drewe,2010
Inception,2010
The Experiment,2010
Bereavement,2010
The Secret World of Arrietty,2010
Operation: Endgame,2010
2001 Maniacs: Field of Screams,2010
Salt,2010
Ramona and Beezus,2010
with great power: the stan lee story,2010
Batman: Under the Red Hood,2010
DC Showcase: Jonah Hex,2010
Cats & Dogs: The Revenge of Kitty Galore,2010
Night of the Punks,2010
Twelve,2010
Get Low,2010
Dinner for Schmucks,2010
Charlie St. Cloud,2010
The Dry Land,2010
Coyote Falls,2010
Open House,2010
The Expendables,2010
The Man from Nowhere,2010
Step Up 3D,2010
Flipped,2010
The Other Guys,2010
"Tomorrow, When the War Began",2010
Scott Pilgrim vs. The Animation,2010
Boy Wonder,2010
"Eat, Pray, Love",2010
I Saw the Devil,2010
scott pilgrim vs. the world,2010
Peepli Live,2010
Camp Hell,2010
A Film Unfinished,2010
Vampires Suck,2010
Piranha 3D,2010
Lottery Ticket,2010
Secretariat,2010
lake placid 3,2010
The Tillman Story,2010
Abandoned,2010
The Genesis Code,2010
The Silent House,2010
All About Love,2010
Takers,2010
Hatchet II,2010
Howl,2010
In a Better World,2010
Going the Distance,2010
Inhale,2010
The Last Exorcism,2010
The Dead,2010
The American,2010
Reign of Assassins,2010
Bunraku,2010
Machete,2010
Tabloid,2010
Legend of the Fist: The Return of Chen Zhen,2010
Wall Street: Money Never Sleeps,2010
Somewhere,2010
Happy People: A Year in the Taiga,2010
Incendies,2010
Meek's Cutoff,2010
The King's Speech,2010
Legendary,2010
Beyond the Grave,2010
Resident Evil: Afterlife,2010
13 Assassins,2010
Trust,2010
The Conspirator,2010
The Solitude of Prime Numbers,2010
I'm Still Here,2010
Cave of Forgotten Dreams,2010
the way,2010
The Romantics,2010
Vanishing on 7th Street,2010
Made in Dagenham,2010
Dirty Girl,2010
The First Grader,2010
Girlfriend,2010
The Ward,2010
Insidious,2010
Brighton Rock,2010
The Whistleblower,2010
Undocumented,2010
Wake Up,2010
A Horrible Way to Die,2010
The Town,2010
Peep World,2010
Easy A,2010
Sarah's Key,2010
Casino Jack,2010
Catfish,2010
The Freebie,2010
Janie Jones,2010
Alpha and Omega,2010
Detective Dee and the Mystery of the Phantom Flame,2010
Outside the Law,2010
Mother's Day,2010
Jack Goes Boating,2010
The Virginity Hit,2010
You Again,2010
Buried,2010
Waiting For Superman,2010
Shoe,2010
superman/batman: apocalypse,2010
DC Showcase: Green Arrow,2010
Stake Land,2010
The Debt,2010
Freakonomics,2010
The Imperialists Are Still Alive!,2010
The Social Network,2010
let me in,2010
fubar: balls to the wall,2010
Chain Letter,2010
Life as We Know It,2010
30 Days of Night: Dark Days,2010
An Invisible Sign,2010
Senna,2010
stone,2010
Inside Job,2010
Ceremony,2010
Oranges and Sunshine,2010
Elite Squad: The Enemy Within,2010
My Soul to Take,2010
jim,2010
GhettoPhysics,2010
It's Kind of a Funny Story,2010
Altitude,2010
Hunt to Kill,2010
the shrine,2010
Jackass 3D,2010
Harry Potter and the Deathly Hallows - Part 1,2010
Mirrors 2,2010
Black Limousine,2010
11/4/08,2010
The Psycho Legacy,2010
Paranormal Activity 2,2010
Biutiful,2010
The Company Men,2010
Saw 3D,2010
Main Street,2010
My Super Psycho Sweet 16: Part 2,2010
Hereafter,2010
Brother's Justice,2010
Weakness,2010
Barney's Version,2010
Nostalgia for the Light,2010
The Other Woman,2010
Megamind,2010
We Are the Night,2010
Burke and Hare,2010
Julia's Eyes,2010
Welcome to the Rileys,2010
Trollhunter,2010
saint,2010
Top Spin,2010
Once Fallen,2010
The Princess of Montpensier,2010
Nice Guy Johnny,2010
Unstoppable,2010
Due Date,2010
Another Year,2010
Bloodrayne: The Third Reich,2010
Red Hill,2010
Beneath the Dark,2010
For Colored Girls,2010
Last Night,2010
Client 9: The Rise and Fall of Eliot Spitzer,2010
Don't Be Afraid of the Dark,2010
I Like You,2010
Rubber,2010
London Boulevard,2010
Morning Glory,2010
Trophy Wife,2010
The Wheeler Boys,2010
Skyline,2010
Gnarr,2010
Death Race 2,2010
Discover the Gift,2010
Expecting Mary,2010
127 Hours,2010
Superman/Shazam!: The Return of Black Adam,2010
Miral,2010
The Next Three Days,2010
Chico & Rita,2010
Paranormal Activity: Tokyo Night,2010
Love and Other Drugs,2010
Faster,2010
2010: Moby Dick,2010
Burlesque,2010
Tangled,2010
The Nutcracker in 3D,2010
Super,2010
Le Silence Sous L'écorce,2010
The Warrior's Way,2010
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010
Night Catches Us,2010
Black Swan,2010
1985-1986,2010
All Good Things,2010
Beyond the Black Rainbow,2010
Dead Awake,2010
Rare Exports: A Christmas Tale,2010
The Tourist,2010
Frankie & Alice,2010
The Tempest,2010
tron legacy,2010
Rabbit Hole,2010
Klown,2010
blue valentine,2010
Yogi Bear,2010
How Do You Know,2010
The Fighter,2010
Let the Bullets Fly,2010
mega shark vs crocosaurus,2010
Little Fockers,2010
Country Strong,2010
True Grit,2010
3,2010
Gulliver's Travels,2010
Scrat's Continental Crack Up,2010
The Last Godfather,2010
Madso's War,2010
Blood River,2010
The Art of Making Money,2010
Town House,2010
The Lost Patrol,2010
The Matarese Circle,2010
"Ghoulishly Yours, William M. Gaines",2010
Wild Hogs 2: Bachelor Ride,2010
A Great Education,2010
Shady Talez,2010
The Ivy Chronicles,2010
Iron Jack,2010
permission,2010
I Walked with a Zombie,2010
Flora Plum,2010
Nerveracker,2010
el zombo fantasma,2010
Phasma Ex Machina,2010
Dumped,2010
The Beautiful Miscellaneous,2010
Beat the Reaper,2010
Time of My Life,2010
UFO,2010
Miss: Better Living Through Crime,2010
The Master and Margarita,2010
War Birds,2010
The Stolen Child,2010
The Treehouse Gang,2010
Gunsmoke,2010
Ultimate Guide to Flight,2010
Get Happy,2010
freedom formula,2010
final orbit,2010
The Challenge,2010
The Megas,2010
Captain Blood,2010
High and Low,2010
Champions,2010
Urge,2010
Housebroken,2010
Whirligig,2010
Join Our Content Team,2010
Owned & Operated by Valnet Inc.,2010
What's On Streaming,2011
Box Office News,2011
Thrillers,2011
Paramount+,2011
James Bond,2011
Join Our Content Team,2011
Owned & Operated by Valnet Inc.,2011
2009,2011
2010,2011
2011,2011
2012,2011
2013,2011
25 Hill,2011
The Details,2011
State of Emergency,2011
Starbuck,2011
Rites of Spring,2011
The Redemption of General Butt Naked,2011
Hellacious Acres: The Case of John Glass,2011
Gaiking,2011
Mafia,2011
Down the Shore,2011
Passion Play,2011
Emmet Otter's Jug Band Christmas,2011
The Green Hornet,2011
The Mechanic,2011
The Dilemma,2011
Gnomeo and Juliet,2011
Miss Representation,2011
Shaolin,2011
no strings attached,2011
Silent House,2011
Connected: A Declaration of Interdependence,2011
Here,2011
Beastly,2011
Sound of My Voice,2011
Little Birds,2011
mean girls 2,2011
How to Die in Oregon,2011
Life in a Day,2011
Paranmanjang,2011
The Rite,2011
husk,2011
From Prada to Nada,2011
Mega Python vs. Gatoroid,2011
Beverly Hills Chihuahua 2,2011
Chalet Girl,2011
Bullhead,2011
A Little Bit of Heaven,2011
Sanctum,2011
The Big Bang,2011
The Roommate,2011
The Eagle,2011
Foster,2011
Just Go With It,2011
Return,2011
The Resident,2011
The Devil's Double,2011
Cedar Rapids,2011
The Beaver,2011
Auschwitz,2011
Margin Call,2011
Justin Bieber: Never Say Never,2011
The Flying Machine,2011
Coriolanus,2011
Paul,2011
"Big Mommas: Like Father, Like Son",2011
I Am Number Four,2011
All-Star Superman,2011
Drive Angry,2011
Pina,2011
Love Birds,2011
Manual of Love 3,2011
Hall Pass,2011
evidence,2011
Mortal Kombat: Legacy,2011
One Day,2011
Rango,2011
The Adjustment Bureau,2011
Ironclad,2011
Funkytown,2011
Camel Spiders,2011
HappyThankYouMorePlease,2011
Knockout,2011
All Things Fall Apart,2011
Limitless,2011
Battle: Los Angeles,2011
Mars Needs Moms,2011
Kill the Irishman,2011
Blacktino,2011
The Dragon Pearl,2011
Elektra Luxx,2011
Jane Eyre,2011
red riding hood,2011
Demoted,2011
The FP,2011
The Blitzen Trapper Massacre,2011
A Separation,2011
Detention,2011
Dylan Dog: Dead of Night,2011
The Lincoln Lawyer,2011
Superclasico,2011
Submarine,2011
Win Win,2011
Born 2 Race,2011
Sucker Punch,2011
White Irish Drinkers,2011
Diary of a Wimpy Kid 2: Rodrick Rules,2011
the 5th quarter,2011
There Be Dragons,2011
Kill Bill: The Whole Bloody Affair,2011
Hop,2011
Source Code,2011
Killing Bono,2011
cat run,2011
hit list,2011
rio,2011
Hanna,2011
Soul Surfer,2011
Your Highness,2011
Arthur,2011
Born to Be Wild 3D,2011
Green Lantern: Emerald Knights,2011
Scream 4,2011
Winnie The Pooh,2011
Touchback,2011
Magic Valley,2011
The Ballad of Nessie,2011
Atlas Shrugged: Part 1,2011
5 Days of War,2011
Water for Elephants,2011
We Have a Pope,2011
Bellflower,2011
tomboy,2011
Fast 5,2011
thor,2011
Stand Off,2011
Fight for Your Right (Revisited),2011
African Cats,2011
When Harry Tries to Marry,2011
The Bang Bang Club,2011
Madea's Big Happy Family,2011
pom wonderful presents the greatest movie ever sold,2011
Bully,2011
Better This World,2011
The Good Doctor,2011
Detachment,2011
The Trip,2011
Bernie,2011
That's What I Am,2011
Page One: A Year Inside the New York Times,2011
Exporting Raymond,2011
Legend of the Millennium Dragon,2011
Hoodwinked Too! Hood Vs. Evil,2011
i am,2011
Prom,2011
The Perfect Family,2011
Priest,2011
Something Borrowed,2011
The Ledge,2011
Hobo with a Shotgun,2011
Jumping the Broom,2011
Daydream Nation,2011
Almighty Thor,2011
Bangkok Revenge,2011
Chop,2011
Midnight in Paris,2011
Jackass 3.5,2011
Attack the Block,2011
Bridesmaids,2011
Make Believe,2011
Scents and Sensibility,2011
Skateland,2011
Pirates of the Caribbean: On Stranger Tides,2011
Bad Teacher,2011
The Snowtown Murders,2011
The Tree of Life,2011
Louder Than a Bomb,2011
The Kid with a Bike,2011
The Conquest,2011
Cost of a Soul,2011
Blitz,2011
Kung Fu Panda 2,2011
The Hangover Part II,2011
Footnote,2011
melancholia,2011
X-Men: First Class,2011
"Love, Wedding, Marriage",2011
Archetype,2011
The Last Mountain,2011
The Chicago 8,2011
Hysteria,2011
Blue Crush 2,2011
Super 8,2011
Operation Belvis Bash,2011
Beginners,2011
sleeping beauty,2011
Judy Moody and the NOT Bummer Summer,2011
Cars 2,2011
Green Lantern,2011
Quarantine 2: Terminal,2011
Toy Story: Hawaiian Vacation,2011
The Art of Getting By,2011
Mr. Popper's Penguins,2011
Buck,2011
L!fe Happens,2011
Omar Killed Me,2011
If a Tree Falls: A Story of the Earth Liberation Front,2011
Honey 2,2011
Talihina Sky: The Story of Kings of Leon,2011
A Better Life,2011
Conan O'Brien Can't Stop,2011
Hot Coffee,2011
Transformers: Dark of the Moon,2011
Larry Crowne,2011
Terri,2011
Blackthorn,2011
Monte Carlo,2011
Crime After Crime,2011
Love Etc.,2011
The Collapsed,2011
1911,2011
dragon,2011
Zookeeper,2011
The Guard,2011
Harry Potter and the Deathly Hallows - Part 2,2011
Horrible Bosses,2011
Project Nim,2011
Beats Rhymes & Life: The Travels of A Tribe Called Quest,2011
The Monk,2011
Lucky,2011
Salvation Boulevard,2011
Snow Flower and the Secret Fan,2011
The Theatre Bizarre,2011
Street Kings 2: Motor City,2011
From Up On Poppy Hill,2011
Apollo 18,2011
The Front Line,2011
quick,2011
Friends With Benefits,2011
Charlie Zone,2011
Another Earth,2011
Captain America,2011
The Captains,2011
Tekken Blood Vengeance,2011
All She Can,2011
Colombiana,2011
Assassination Games,2011
Jock the Hero Dog,2011
Blubberella,2011
The Smurfs,2011
Crazy Stupid Love,2011
Cowboys & Aliens,2011
Resurrect Dead: The Mystery of the Toynbee Tiles,2011
Rise of the Planet of the Apes,2011
Brawler,2011
Sector 7,2011
Red Dog,2011
Headhunters,2011
Alien Opponent,2011
The Perfect Age of Rock 'n' Roll,2011
Gun Hill Road,2011
The Change-Up,2011
Drive,2011
The Help,2011
The Loneliest Planet,2011
30 Minutes or Less,2011
Final Destination 5,2011
awakening,2011
the skin i live in,2011
Conan The Barbarian,2011
Spy Kids: All the Time in the World,2011
The Innkeepers,2011
Flypaper,2011
Red State,2011
Griff the Invisible,2011
the inbetweeners,2011
This Must Be the Place,2011
The Caller,2011
Higher Ground,2011
Our Idiot Brother,2011
Circumstance,2011
the wicker tree,2011
the three musketeers,2011
247°F,2011
W.E.,2011
Seeking Justice,2011
Shark Night 3D,2011
Seven Days in Utopia,2011
Kill List,2011
A Good Old Fashioned Orgy,2011
Citizen Jane,2011
The Entitled,2011
The Moth Diaries,2011
The Eye of the Storm,2011
Contagion,2011
Bucky Larson: Born To Be A Star,2011
Wuthering Heights,2011
Grave Encounters,2011
Creature,2011
The Oranges,2011
God Bless America,2011
The Descendants,2011
warrior,2011
Warriors of the Rainbow: Seediq Bale,2011
Monsieur Lazhar,2011
Killer Joe,2011
twixt,2011
Comic-Con Episode IV: A Fan's Hope,2011
You're Next,2011
Hick,2011
Your Sister's Sister,2011
Paul Williams Still Alive,2011
The Deep Blue Sea,2011
The Woman in the Fifth,2011
Intruders,2011
Marvel One-Shot: The Consultant,2011
"Peace, Love and Misunderstanding",2011
Never Back Down 2: The Beatdown,2011
The Grey,2011
Alyce Kills,2011
Lovely Molly,2011
Johnny English Reborn,2011
Violet & Daisy,2011
The Day,2011
In Darkness,2011
stay cool,2011
Carnage,2011
Winnie Mandela,2011
"Tinker, Tailor, Soldier, Spy",2011
I Don't Know How She Does It,2011
Restless,2011
Straw Dogs,2011
Wrinkles,2011
War of the Buttons,2011
Chick Magnet,2011
The 3 Rs,2011
Abduction,2011
Moneyball,2011
Killer Elite,2011
A Bird of the Air,2011
The Fields,2011
Dolphin Tale,2011
Machine Gun Preacher,2011
Mardi Gras Spring Break,2011
Puncture,2011
The Family Tree,2011
The Sorcerer and the White Snake,2011
We Need To Talk About Kevin,2011
Real Steel,2011
Perfect Sense,2011
dream house,2011
What's Your Number?,2011
Margaret,2011
50/50,2011
Courageous,2011
Tucker and Dale vs. Evil,2011
Take Shelter,2011
A Dangerous Method,2011
The Trouble with Bliss,2011
Shame,2011
THE AMBASSADOR,2011
George Harrison: Living in the Material World,2011
The Human Centipede II (Full Sequence),2011
The Hunter,2011
Tyrannosaur,2011
Unauthorized: The Harvey Weinstein Project,2011
Mimesis,2011
Vampire,2011
Paradise Lost 3: Purgatory,2011
The Field,2011
Tar Beach,2011
Madison County,2011
arena,2011
Artist,2011
Butterfinger the 13th,2011
The Rum Diary,2011
The Big Year,2011
Trespass,2011
Chillerama,2011
The Woman,2011
Thor: Legend of the Magical Hammer,2011
retreat,2011
Division III: Football's Finest,2011
Juan of the Dead,2011
Texas Killing Fields,2011
City State,2011
Exit Humanity,2011
Wrong Turn 4: Bloody Beginnings,2011
Setup,2011
The Howling: Reborn,2011
Hellraiser: Revelations,2011
Batman: Year One,2011
The Catechism Cataclysm,2011
paranormal activity 3,2011
Being Elmo: A Puppeteer's Journey,2011
Anonymous,2011
below zero,2011
Searching for Sonny,2011
The Adventures of Tintin,2011
Faces in the Crowd,2011
Manborg,2011
Hunky Dory,2011
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,2011
All Superheroes Must Die,2011
In Time,2011
The Double,2011
Like Crazy,2011
Inkubus,2011
And They're Off...,2011
Puss in Boots,2011
haywire,2011
special forces,2011
The Intouchables,2011
The Other F Word,2011
Tower Heist,2011
In the Name of the King 2: Two Worlds,2011
A Very Harold & Kumar 3D Christmas,2011
The Son of No One,2011
Beethoven's Christmas Adventure,2011
Showgirls 2,2011
J. Edgar,2011
Arthur Christmas,2011
Immortals,2011
Jack and Jill,2011
young adult,2011
"Into the Abyss: A Tale of Death, A Tale of Life",2011
11-11-11,2011
The Cup,2011
when you find me,2011
Sleepless Night,2011
The Twilight Saga: Breaking Dawn - Part 1,2011
I Tawt I Taw a Puddy Tat,2011
Happy Feet Two,2011
Rid of Me,2011
Legendary Amazons,2011
Another Happy Day,2011
Sherlock Holmes: A Game of Shadows,2011
Carjacked,2011
Hugo,2011
Rampart,2011
Toy Story: Small Fry,2011
My Week with Marilyn,2011
The Legend of Pale Male,2011
Take This Waltz,2011
The Best Exotic Marigold Hotel,2011
White Vengeance,2011
The Road,2011
Jig,2011
The Lady,2011
The Smurfs: A Christmas Carol,2011
Answers to Nothing,2011
The Heart of Christmas,2011
Livid,2011
Mission: Impossible Ghost Protocol,2011
We Bought a Zoo,2011
New Year's Eve,2011
Catch .44,2011
The Sitter,2011
Knuckle,2011
I Melt With You,2011
Ghost Rider Spirit of Vengeance,2011
Undefeated,2011
Kung Fu Panda: Secrets of the Masters,2011
The Girl With the Dragon Tattoo,2011
On the Ice,2011
Alvin and the Chipmunks: Chip-Wrecked,2011
The Flowers of War,2011
The Flying Swords of Dragon Gate,2011
Corman's World: Exploits of a Hollywood Rebel,2011
Albert Nobbs,2011
Day of the Falcon,2011
In the Land of Blood and Honey,2011
The Darkest Hour,2011
Extremely Loud and Incredibly Close,2011
War Horse,2011
Newlyweds,2011
Pariah,2011
Hostel: Part III,2011
the iron lady,2011
Angels Crest,2011
Havana Heat,2011
Stoneheart,2011
TMI,2011
Acacia: The War with The Mein,2011
Glutton,2011
Flying Tigers,2011
The Occupants,2011
Big Tuna,2011
Endangered Species,2011
Humpty Dumpty,2011
The Big Valley,2011
The Gunslinger,2011
Bobby Blue Sky,2011
Repeat After Me,2011
War of the Ages,2011
Used Guys,2011
L.A.P.I.,2011
battling boy,2011
Harvey,2011
i dream of jeannie,2011
Waco,2011
Hothouse Flowers,2011
Premature Maturation,2011
the 28th amendment,2011
In with the Outlaws,2011
"Here, There Be Dragons",2011
Babe in the Woods,2011
deep sea cowboys,2011
Blue Man Group: Mind Blast,2011
Sharp Teeth,2011
Wedding Banned,2011
Heavier Than Heaven,2011
Fathom,2011
Our Wild Life,2011
cowboy bebop,2011
Fathers and Guns,2011
The Undomestic Goddess,2011
Frost Road,2011
Swingles,2011
"Dadgum, Texas",2011
Fangland,2011
Tripoli,2011
It Is Mine,2011
A Little Game,2011
Potsdamer Platz,2011
Envy,2011
Rogue Scholars,2011
drop dead fred,2011
Join Our Content Team,2011
Owned & Operated by Valnet Inc.,2011
What's On Streaming,2012
Box Office News,2012
Thrillers,2012
Paramount+,2012
James Bond,2012
Join Our Content Team,2012
Owned & Operated by Valnet Inc.,2012
2010,2012
2011,2012
2012,2012
2013,2012
2014,2012
Gabe the Cupid Dog,2012
Love Me,2012
Deep in the Heart,2012
Night of the Templar,2012
N.A.S.A.: The Spirit of Apollo,2012
Electric Man,2012
Gummibär:  the Yummy Gummy Search for Santa,2012
Osombie,2012
Wreck-It Ralph,2012
The Night Stalker,2012
Battleground,2012
Roadie,2012
Goon,2012
The Devil Inside,2012
Beneath the Darkness,2012
contraband,2012
Tangled Ever After,2012
the divide,2012
Joyful Noise,2012
Don't Go in the Woods,2012
Sing Your Song,2012
Man on a Ledge,2012
The Scorpion King 3: Battle for Redemption,2012
journey 2: the mysterious island,2012
Underworld: Awakening,2012
Red Tails,2012
The Viral Factor,2012
16-Love,2012
Black Rock,2012
Smashed,2012
bachelorette,2012
Freedom Force,2012
One for the Money,2012
Overtime,2012
An Oversimplification of Her Beauty,2012
Chronicle,2012
Loosies,2012
Big Miracle,2012
The Woman In Black,2012
The Vow,2012
Bad Toys II,2012
safe house,2012
La Luna,2012
Daffy's Rhapsody,2012
lol,2012
In Organic We Trust,2012
Shadow Dancer,2012
About Cherry,2012
This Means War,2012
Thale,2012
Thin Ice,2012
ATM,2012
Gone,2012
Good Deeds,2012
Wanderlust,2012
Act of Valor,2012
Justice League: Doom,2012
The Players,2012
Dr. Seuss’ The Lorax,2012
The Samaritan,2012
Red Lights,2012
Being Flynn,2012
Better Than Something: Jay Reatard,2012
"I, Anna",2012
Columbus Circle,2012
Bloody Muscle Body Builder in Hell,2012
High Road,2012
John Carter,2012
White Frog,2012
A Thousand Words,2012
the last fall,2012
Salmon Fishing in the Yemen,2012
Friends with Kids,2012
The Raven,2012
Hard Boiled Sweets,2012
Into the White,2012
Bending the Rules,2012
playback,2012
Bel Ami,2012
Extracted,2012
Wonder Women! the Untold Story of American Superheroines,2012
Iron Sky,2012
Citadel,2012
The Pirates! Band of Misfits,2012
The Hunger Games,2012
21 Jump Street,2012
Pray for Japan,2012
Get the Gringo,2012
Red Dawn,2012
Airborne,2012
Casa de mi padre,2012
Mirror Mirror,2012
People V. the State of Illusion,2012
Red Clover,2012
The Tall Man,2012
"Farewell, My Queen",2012
A Place at the Table,2012
BRAKE,2012
The Raid: Redemption,2012
Argo,2012
Musical Chairs,2012
Breaking Wind,2012
Wrath of the Titans,2012
2 Days in New York,2012
Dark Tide,2012
A Royal Affair,2012
Sinister,2012
[REC] 3 Genesis,2012
Queens of Country,2012
Minds in the Water,2012
No Room for Rockstars,2012
American Reunion,2012
The Cold Light of Day,2012
Tiger Eyes,2012
Angus Buchan's Ordinary People,2012
She Wants Me,2012
7 Days in Havana,2012
The Devil's Carnival,2012
We the Party,2012
Damsels in Distress,2012
Battleship,2012
Lockout,2012
Bad Ass,2012
cabin in the woods,2012
Simon Killer,2012
the three stooges,2012
7 Below,2012
Think Like a Man,2012
Safe,2012
The Lucky One,2012
Graceland,2012
Struck by Lightning,2012
chimpanzee,2012
To the Arctic 3D,2012
Transit,2012
Darling Companion,2012
To Rome With Love,2012
Eddie: The Sleepwalking Cannibal,2012
Freaky Deaky,2012
Unwind,2012
Rites of Passage,2012
Lola Versus,2012
Marvel's The Avengers,2012
Wish You Were Here,2012
The Man Who Shook the Hand of Vicente Fernández,2012
area 407,2012
The Five-Year Engagement,2012
Strippers Vs. Werewolves,2012
The Broken Tower,2012
Detention of the Dead,2012
The Giant Mechanical Man,2012
The Sessions,2012
