Movie,Year
Planet 51,2009
Me and Orson Welles,2009
Fantastic Mr. Fox,2009
Ninja Assassin,2009
Old Dogs,2009
The Road,2009
The Private Lives of Pippa Lee,2009
St Trinian's 2: The Legend of Fritton's Gold,2009
Made for Each Other,2009
Armored,2009
Brothers,2009
Everybody's Fine,2009
Transylmania,2009
Until the Light Takes Us,2009
Up in the Air,2009
Trick 'r Treat,2009
Invictus,2009
The Lovely Bones,2009
"My Son, My Son, What Have Ye Done?",2009
The Princess and the Frog,2009
A Single Man,2009
The Slammin' Salmon,2009
Crazy Heart,2009
A Town Called Panic,2009
Did You Hear About the Morgans?,2009
Fall Down Dead,2009
The New Daughter,2009
Nine,2009
American Pie Presents: The Book of Love,2009
The Last Station,2009
The Imaginarium of Doctor Parnassus,2009
It's Complicated,2009
The Loss of a Teardrop Diamond,2009
The White Ribbon,2009
Toy Story 3,2010
Alice in Wonderland,2010
Iron Man 2,2010
The Twilight Saga: Eclipse,2010
Harry Potter and the Deathly Hallows – Part 1,2010
Inception,2010
Despicable Me,2010
Shrek Forever After,2010
How to Train Your Dragon,2010
Tangled,2010
Garbage Dreams,2010
Sweetgrass,2010
Daybreakers,2010
Leap Year,2010
Youth in Revolt,2010
B*tch Slap,2010
Crazy on the Outside,2010
Waiting for Armageddon,2010
Wonderful World,2010
The Book of Eli,2010
The Spy Next Door,2010
44 Inch Chest,2010
Fish Tank,2010
House of Numbers: Anatomy of an Epidemic,2010
Extraordinary Measures,2010
Legion,2010
Tooth Fairy,2010
Creation,2010
The Girl on the Train,2010
Soundtrack for a Revolution,2010
To Save a Life,2010
Edge of Darkness,2010
When in Rome,2010
Preacher's Kid,2010
North Face,2010
Saint John of Las Vegas,2010
Ajami,2010
Dear John,2010
From Paris With Love,2010
District 13: Ultimatum,2010
Eyes Wide Open,2010
Frozen,2010
The Shinjuku Incident,2010
Terribly Happy,2010
Temple Grandin,2010
Percy Jackson & the Olympians: The Lightning Thief,2010
My Name Is Khan,2010
Videocracy,2010
Valentine's Day,2010
The Wolfman,2010
Celine: Through the Eyes of the World,2010
Lourdes,2010
The Ghost Writer,2010
Shutter Island,2010
The Good Guy,2010
Happy Tears,2010
The Red Baron,2010
Cop Out,2010
The Crazies,2010
The Art of the Steal,2010
Defendor,2010
Easier with Practice,2010
Formosa Betrayed,2010
A Prophet,2010
The Yellow Handkerchief,2010
Brooklyn's Finest,2010
Green Zone,2010
Our Family Wedding,2010
Remember Me,2010
She's Out of My League,2010
Children of Invention,2010
Stolen,2010
Monsters,2010
The Bounty Hunter,2010
Diary of a Wimpy Kid,2010
Repo Men,2010
City Island,2010
Greenberg,2010
Kimjongilia,2010
The Killing Jar,2010
The Runaways,2010
Hot Tub Time Machine,2010
Chloe,2010
Waking Sleeping Beauty,2010
The Last Song,2010
Clash of the Titans,2010
Why Did I Get Married Too?,2010
Don McKay,2010
The Greatest,2010
Date Night,2010
Letters to God,2010
After.Life,2010
The Black Waters of Echo's Pond,2010
La Mission,2010
When You're Strange,2010
Death at a Funeral,2010
Kick-Ass,2010
The City of Your Final Destination,2010
Exit Through the Gift Shop,2010
The Joneses,2010
The Perfect Game,2010
Oceans,2010
The Back-up Plan,2010
The Losers,2010
Behind the Burly Q,2010
Boogie Woogie,2010
Breath Made Visible: Anna Halprin,2010
Paper Man,2010
You Don't Know Jack,2010
Furry Vengeance,2010
A Nightmare on Elm Street,2010
Freakonomics: The Movie,2010
The Good Heart,2010
Harry Brown,2010
Please Give,2010
The Infidel,2010
Sex & Drugs & Rock & Roll,2010
The Trotsky,2010
Babies,2010
Casino Jack and the United States of Money,2010
The Lightkeepers,2010
Multiple Sarcasms,2010
Mother and Child,2010
OSS 117: Lost in Rio,2010
The Oath,2010
Trash Humpers,2010
Metropia,2010
Just Wright,2010
Letters to Juliet,2010
Robin Hood,2010
Daddy Longlegs,2010
Here and There,2010
Looking for Eric,2010
Princess Kaiulani,2010
Touching Home,2010
MacGruber,2010
Holy Rollers,2010
John Rabe,2010
Kites: The Remix,2010
Perrier's Bounty,2010
Racing Dreams,2010
Solitary Man,2010
The 7 Adventures of Sinbad,2010
Sex and the City 2,2010
Prince of Persia: The Sands of Time,2010
Father of My Children,2010
The Last Shot,2010
Micmacs,2010
Survival of the Dead,2010
The Special Relationship,2010
Get Him to the Greek,2010
Killers,2010
Marmaduke,2010
Splice,2010
Finding Bliss,2010
Gone with the Pope,2010
Living in Emergency,2010
Ondine,2010
Rosencrantz and Guildenstern Are Undead,2010
Sleeping with Charlie Kaufman,2010
The A-Team,2010
The Karate Kid,2010
12th & Delaware,2010
Coco Chanel & Igor Stravinsky,2010
Joan Rivers: A Piece of Work,2010
The Lottery,2010
Winter's Bone,2010
Jonah Hex,2010
45365,2010
8: The Mormon Proposition,2010
Le Amiche,2010
Cyrus,2010
I Am Love,2010
The Killer Inside Me,2010
Stonewall Uprising,2010
Knight and Day,2010
Grown Ups,2010
Dogtooth,2010
"I Was Born, But...",2010
Restrepo,2010
South of the Border,2010
Wild Grass,2010
Love Ranch,2010
The Last Airbender,2010
Great Directors,2010
Only When I Dance,2010
Predators,2010
The Kids Are All Right,2010
The Girl Who Played with Fire,2010
REC 2,2010
StreetDance 3D,2010
Valhalla Rising,2010
Winnebago Man,2010
The Sorcerer's Apprentice,2010
Fred: The Movie,2010
Kisses,2010
Standing Ovation,2010
Ramona and Beezus,2010
Salt,2010
Countdown to Zero,2010
Farewell,2010
Life During Wartime,2010
Mugabe and the White African,2010
Spoken Word,2010
Cats & Dogs: The Revenge of Kitty Galore,2010
Charlie St. Cloud,2010
Dinner for Schmucks,2010
The Dry Land,2010
The Extra Man,2010
Get Low,2010
"Hugh Hefner: Playboy, Activist and Rebel",2010
Smash His Camera,2010
What's the Matter with Kansas?,2010
Flipped,2010
The Other Guys,2010
Step Up 3D,2010
Brotherhood,2010
Cairo Time,2010
The Disappearance of Alice Creed,2010
Lebanon,2010
Middle Men,2010
"Patrik, Age 1.5",2010
Spring Fever,2010
Twelve,2010
The Wildest Dream,2010
Eat Pray Love,2010
The Expendables,2010
Scott Pilgrim vs. the World,2010
Animal Kingdom,2010
Double Negative,2010
Neshoba,2010
The People I've Slept With,2010
Salt of this Sea,2010
La Soga,2010
Tales from Earthsea,2010
Vampires Suck,2010
Lottery Ticket,2010
Nanny McPhee and the Big Bang,2010
Piranha 3D,2010
The Switch,2010
The Army of Crime,2010
Mao's Last Dancer,2010
Soul Kitchen,2010
The Tillman Story,2010
What If...,2010
The Last Exorcism,2010
Takers,2010
Avatar,2010
Centurion,2010
Make-out with Violence,2010
Mesrine,2010
The Milk of Sorrow,2010
The American,2010
Going the Distance,2010
Machete,2010
Resident Evil: Afterlife,2010
Repeaters,2010
Never Let Me Go,2010
Alpha and Omega,2010
Devil,2010
Easy A,2010
The Town,2010
Catfish,2010
Jack Goes Boating,2010
Last Day of Summer,2010
Leaves of Grass,2010
You Will Meet a Tall Dark Stranger,2010
Legend of the Guardians: The Owls of Ga'Hoole,2010
Wall Street: Money Never Sleeps,2010
You Again,2010
Like Dandelion Dust,2010
Norwegian Wood,2010
Case 39,2010
Hatchet II,2010
Let Me In,2010
The Social Network,2010
It's Kind of a Funny Story,2010
Life as We Know It,2010
My Soul to Take,2010
Secretariat,2010
I Spit on Your Grave,2010
Inside Job,2010
It's a Wonderful Afterlife,2010
Nowhere Boy,2010
Stone,2010
Tamara Drewe,2010
Wild Target,2010
Jackass 3D,2010
Red,2010
Carlos,2010
Conviction,2010
Scooby-Doo! Curse of the Lake Monster,2010
Hereafter,2010
Paranormal Activity 2,2010
Saw 3D,2010
The Girl Who Kicked the Hornets' Nest,2010
Crayon,2010
Due Date,2010
Fair Game,2010
For Colored Girls,2010
Megamind,2010
Transformers,2010
127 Hours,2010
Four Lions,2010
Guy and Madeline on a Park Bench,2010
Five Minarets in New York,2010
Morning Glory,2010
Skyline,2010
Unstoppable,2010
The Next Three Days,2010
Made in Dagenham,2010
Burlesque,2010
Faster,2010
Love & Other Drugs,2010
The Nutcracker,2010
The King's Speech,2010
Black Swan,2010
I Love You Phillip Morris,2010
The Warrior's Way,2010
Night Catches Us,2010
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010
The Tourist,2010
Frankie & Alice,2010
The Tempest,2010
The Fighter,2010
How Do You Know,2010
Tron Legacy,2010
Yogi Bear,2010
Casino Jack,2010
Rabbit Hole,2010
Little Fockers,2010
True Grit,2010
Somewhere,2010
Country Strong,2010
Gulliver's Travels,2010
The Illusionist,2010
Another Year,2010
Biutiful,2010
Blue Valentine,2010
Harry Potter and the Deathly Hallows ,2011
Transformers: Dark of the Moon,2011
The Twilight Saga: Breaking Dawn – Part 1,2011
The Hangover Part II,2011
Pirates of the Caribbean: On Stranger Tides,2011
Fast Five,2011
Mission: Impossible - Ghost Protocol,2011
Cars 2,2011
Sherlock Holmes: A Game of Shadows,2011
Thor,2011
"If I Want to Whistle, I Whistle",2011
Phil Ochs: There but for Fortune,2011
Season of the Witch,2011
The Time That Remains,2011
Barney's Version,2011
The Dilemma,2011
The Green Hornet,2011
No Strings Attached,2011
Open Season 3,2011
The Mechanic,2011
The Rite,2011
Cold Weather,2011
The Other Woman,2011
The Roommate,2011
Sanctum,2011
Waiting for Forever,2011
Carancho,2011
Carbon Nation,2011
Cedar Rapids,2011
The Eagle,2011
Gnomeo & Juliet,2011
Just Go with It,2011
Justin Bieber: Never Say Never,2011
Mooz-lum,2011
The Sunset Limited,2011
"Big Mommas: Like Father, Like Son",2011
I Am Number Four,2011
Unknown,2011
Drive Angry,2011
Hall Pass,2011
The Adjustment Bureau,2011
Beastly,2011
Rango,2011
Take Me Home Tonight,2011
Battle: Los Angeles,2011
Jane Eyre,2011
Mars Needs Moms,2011
Red Riding Hood,2011
Limitless,2011
The Lincoln Lawyer,2011
Paul,2011
Win Win,2011
Diary of a Wimpy Kid: Rodrick Rules,2011
Sucker Punch,2011
Insidious,2011
Hop,2011
Source Code,2011
Super,2011
Trust,2011
Wrecked,2011
Arthur,2011
Hanna,2011
Henry's Crime,2011
Soul Surfer,2011
Your Highness,2011
Atlas Shrugged: Part I,2011
The Conspirator,2011
Rio,2011
Scream 4,2011
African Cats,2011
Madea's Big Happy Family,2011
POM Wonderful Presents: The Greatest Movie Ever Sold,2011
Water for Elephants,2011
Cinema Verite,2011
Dylan Dog: Dead of Night,2011
Hoodwinked Too! Hood vs. Evil,2011
Prom,2011
The Beaver,2011
Hobo with a Shotgun,2011
Jumping the Broom,2011
Something Borrowed,2011
Bridesmaids,2011
Priest,2011
Departures,2011
Midnight in Paris,2011
Too Big to Fail,2011
Kung Fu Panda 2,2011
The Tree of Life,2011
Beautiful Boy,2011
Beginners,2011
Submarine,2011
X-Men: First Class,2011
The Lion of Judah,2011
Judy Moody and the Not Bummer Summer,2011
Road to Nowhere,2011
Super 8,2011
The Trip,2011
The Art of Getting By,2011
Buck,2011
Green Lantern,2011
Mr. Popper's Penguins,2011
A Better Life,2011
Bad Teacher,2011
Conan O'Brien Can't Stop,2011
Larry Crowne,2011
Monte Carlo,2011
The Perfect Host,2011
Septien,2011
Rapt,2011
"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",2011
Horrible Bosses,2011
Project Nim,2011
Zookeeper,2011
Winnie the Pooh,2011
Another Earth,2011
Captain America: The First Avenger,2011
Friends with Benefits,2011
Attack the Block,2011
Cowboys & Aliens,2011
"Crazy, Stupid, Love",2011
The Devil's Double,2011
The Guard,2011
The Smurfs,2011
Bellflower,2011
The Change-Up,2011
Phineas and Ferb the Movie: Across the 2nd Dimension,2011
Rise of the Planet of the Apes,2011
The Help,2011
30 Minutes or Less,2011
Final Destination 5,2011
Glee: The 3D Concert Movie,2011
The Idiotmaker's Gravity Tour,2011
Conan the Barbarian,2011
Flypaper,2011
Fright Night,2011
One Day,2011
Spy Kids: All the Time in the World,2011
Colombiana,2011
Higher Ground,2011
Bol,2011
Apollo 18,2011
Seven Days in Utopia,2011
Shark Night,2011
Bucky Larson: Born to Be a Star,2011
Contagion,2011
Warrior,2011
Drive,2011
I Don't Know How She Does It,2011
The Lion King in 3D,2011
Restless,2011
Straw Dogs,2011
Setup,2011
Abduction,2011
Dolphin Tale,2011
Killer Elite,2011
Moneyball,2011
50/50,2011
Courageous,2011
Dream House,2011
Margaret,2011
Take Shelter,2011
What's Your Number?,2011
George Harrison: Living in the Material World,2011
The Ides of March,2011
Real Steel,2011
The Way,2011
The Big Year,2011
Footloose,2011
The Skin I Live In,2011
The Thing,2011
Johnny English Reborn,2011
Margin Call,2011
Paranormal Activity 3,2011
The Three Musketeers,2011
Martha Marcy May Marlene,2011
Anonymous,2011
In Time,2011
Like Crazy,2011
October Baby,2011
Puss in Boots,2011
The Rum Diary,2011
Tower Heist,2011
A Very Harold & Kumar 3D Christmas,2011
Immortals,2011
J. Edgar,2011
Jack and Jill,2011
Melancholia,2011
The Descendants,2011
Happy Feet Two,2011
A Dangerous Method,2011
Arthur Christmas,2011
Hugo,2011
The Muppets,2011
My Week with Marilyn,2011
The Artist,2011
Shame,2011
Tinker Tailor Soldier Spy,2011
Catch .44,2011
New Year's Eve,2011
The Sitter,2011
We Need to Talk About Kevin,2011
Young Adult,2011
Alvin and the Chipmunks: Chipwrecked,2011
Carnage,2011
The Adventures of Tintin,2011
The Girl with the Dragon Tattoo,2011
In the Land of Blood and Honey,2011
We Bought a Zoo,2011
The Darkest Hour,2011
Extremely Loud and Incredibly Close,2011
War Horse,2011
Pariah,2011
The Iron Lady,2011
A Separation,2011
The Avengers,2012
The Dark Knight Rises,2012
The Hunger Games,2012
Skyfall,2012
The Hobbit: An Unexpected Journey,2012
The Twilight Saga: Breaking Dawn – Part 2,2012
The Amazing Spider-Man,2012
Brave,2012
Ted,2012
Madagascar 3: Europe's Most Wanted,2012
The Devil Inside,2012
Beneath the Darkness,2012
Norwegian Wood,2012
Contraband,2012
Joyful Noise,2012
Beauty and the Beast,2012
Albatross,2012
The Divide,2012
Don't Go in the Woods,2012
Sing Your Song,2012
Haywire,2012
Red Tails,2012
Underworld: Awakening,2012
Coriolanus,2012
The Flowers of War,2012
Fullmetal Alchemist: The Sacred Star of Milos,2012
W.E.,2012
The Grey,2012
Man on a Ledge,2012
One for the Money,2012
Amador,2012
Declaration of War,2012
"Lula, Son of Brazil",2012
The Wicker Tree,2012
Big Miracle,2012
Chronicle,2012
The Woman in Black,2012
Journey 2: The Mysterious Island,2012
Safe House,2012
The Vow,2012
Star Wars: Episode I – The Phantom Menace,2012
Exit Strategy,2012
Rampart,2012
The Secret World of Arrietty,2012
Ghost Rider: Spirit of Vengeance,2012
This Means War,2012
Act of Valor,2012
Gone,2012
Good Deeds,2012
Wanderlust,2012
This Is Not a Film,2012
Dr. Seuss' The Lorax,2012
Project X,2012
Being Flynn,2012
Tim and Eric's Billion Dollar Movie,2012
John Carter,2012
Silent House,2012
A Thousand Words,2012
Attenberg,2012
The Ballad of Genesis and Lady Jaye,2012
Footnote,2012
Friends with Kids,2012
Jiro Dreams of Sushi,2012
Salmon Fishing in the Yemen,2012
Game Change,2012
Gerhard Richter Painting,2012
21 Jump Street,2012
Casa de Mi Padre,2012
"Jeff, Who Lives at Home",2012
The Raid: Redemption,2012
A Royal Affair,2012
Mirror Mirror,2012
Wrath of the Titans,2012
Goon,2012
Titanic,2012
American Reunion,2012
Comic-Con Episode IV: A Fan's Hope,2012
Damsels in Distress,2012
Keyhole,2012
Surviving Progress,2012
We Have a Pope,2012
The Cabin in the Woods,2012
Detention,2012
Lockout,2012
The Three Stooges,2012
Monsieur Lazhar,2012
Chimpanzee,2012
The Lucky One,2012
Think Like a Man,2012
Darling Companion,2012
Fightville,2012
Jesus Henry Christ,2012
Marley,2012
Payback,2012
The Five-Year Engagement,2012
The Pirates! In an Adventure with Scientists!,2012
The Raven,2012
Safe,2012
Headhunters,2012
Sound of My Voice,2012
The Best Exotic Marigold Hotel,2012
First Position,2012
Dark Shadows,2012
Where Do We Go Now?,2012
The Dictator,2012
Rust and Bone,2012
Battleship,2012
What to Expect When You're Expecting,2012
Beyond the Black Rainbow,2012
Crooked Arrows,2012
Entrance,2012
Fury,2012
Hysteria,2012
Lovely Molly,2012
Mansome,2012
Polisse,2012
Virginia,2012
Chernobyl Diaries,2012
Men in Black 3,2012
Moonrise Kingdom,2012
Hemingway & Gellhorn,2012
5 Broken Cameras,2012
Snow White and the Huntsman,2012
Piranha 3DD,2012
Prometheus,2012
Lola Versus,2012
Safety Not Guaranteed,2012
Rock of Ages,2012
That's My Boy,2012
The Woman in the Fifth,2012
Your Sister's Sister,2012
Kumaré,2012
Abraham Lincoln: Vampire Hunter,2012
Seeking a Friend for the End of the World,2012
The Invisible War,2012
To Rome with Love,2012
Beasts of the Southern Wild,2012
Madea's Witness Protection,2012
Magic Mike,2012
People Like Us,2012
A Burning Hot Summer,2012
Last Ride,2012
Neil Young Journeys,2012
Take This Waltz,2012
Unforgivable,2012
Katy Perry: Part of Me,2012
Savages,2012
Collaborator,2012
Ice Age: Continental Drift,2012
"Farewell, My Queen",2012
The Imposter,2012
Union Square,2012
Shut Up and Play the Hits,2012
The Queen of Versailles,2012
Iron Sky,2012
Ruby Sparks,2012
Step Up Revolution,2012
The Watch,2012
Ai Weiwei: Never Sorry,2012
Killer Joe,2012
Searching for Sugar Man,2012
Diary of a Wimpy Kid: Dog Days,2012
Total Recall,2012
360,2012
Celeste and Jesse Forever,2012
Hope Springs,2012
The Bourne Legacy,2012
The Campaign,2012
2 Days in New York,2012
The Odd Life of Timothy Green,2012
Ek Tha Tiger,2012
The Expendables 2,2012
ParaNorman,2012
Sparkle,2012
Compliance,2012
Cosmopolis,2012
Robot & Frank,2012
Hit and Run,2012
The Apparition,2012
Premium Rush,2012
Lawless,2012
The Oogieloves in the Big Balloon Adventure,2012
The Ambassador,2012
The Possession,2012
"For a Good Time, Call...",2012
The Cold Light of Day,2012
The Words,2012
Raiders of the Lost Ark: The IMAX Experience,2012
Anna Karenina,2012
Detropia,2012
Raaz 3D,2012
Resident Evil: Retribution,2012
Finding Nemo 3D,2012
Arbitrage,2012
Barfi!,2012
The Master,2012
Stolen,2012
Amour,2012
Dredd,2012
End of Watch,2012
House at the End of the Street,2012
Trouble with the Curve,2012
Diana Vreeland: The Eye Has to Travel,2012
Head Games,2012
The Perks of Being a Wallflower,2012
Magical Mystery Tour,2012
Hotel Transylvania,2012
Looper,2012
Won't Back Down,2012
The Waiting Room,2012
Frankenweenie,2012
Pitch Perfect,2012
Taken 2,2012
It's Such a Beautiful Day,2012
The Oranges,2012
The Paperboy,2012
Argo,2012
Here Comes the Boom,2012
Seven Psychopaths,2012
Sinister,2012
"3,2,1... Frankie Go Boom",2012
Nobody Walks,2012
Smashed,2012
Smiley,2012
Holy Motors,2012
Alex Cross,2012
Paranormal Activity 4,2012
The Sessions,2012
The Girl,2012
Chasing Mavericks,2012
Cloud Atlas,2012
Fun Size,2012
Silent Hill: Revelation,2012
Pusher,2012
Flight,2012
The Man with the Iron Fists,2012
Wreck-It Ralph,2012
Amber Alert,2012
The Bay,2012
The Details,2012
A Late Quartet,2012
A Liar's Autobiography,2012
North Sea Texas,2012
This Must Be the Place,2012
Fire with Fire,2012
In Their Skin,2012
Jab Tak Hai Jaan,2012
Chasing Ice,2012
Lincoln,2012
Silver Linings Playbook,2012
Life of Pi,2012
Red Dawn,2012
Rise of the Guardians,2012
Nativity 2: Danger in the Manger,2012
Hitchcock,2012
The Collection,2012
Killing Them Softly,2012
Talaash: The Answer Lies Within,2012
Playing for Keeps,2012
Bad Kids Go to Hell,2012
Cheerful Weather for the Wedding,2012
Deadfall,2012
Dino Time,2012
The Fitzgerald Family Christmas,2012
Heleno,2012
Hyde Park on Hudson,2012
Lay the Favorite,2012
The Guilt Trip,2012
"Monsters, Inc.",2012
Zero Dark Thirty,2012
Cirque du Soleil: Worlds Away,2012
Jack Reacher,2012
This Is 40,2012
The Impossible,2012
Not Fade Away,2012
Django Unchained,2012
Les Misérables,2012
Parental Guidance,2012
West of Memphis,2012
Quartet,2012
Tabu,2012
Promised Land,2012
The Hunger Games: Catching Fire,2013
Iron Man 3,2013
Frozen,2013
Despicable Me 2,2013
Man of Steel,2013
Gravity,2013
Monsters University,2013
The Hobbit: The Desolation of Smaug,2013
Fast & Furious 6,2013
Oz the Great and Powerful,2013
A Dark Truth,2013
Texas Chainsaw 3D,2013
The Baytown Outlaws,2013
Freeloaders,2013
Gangster Squad,2013
A Haunted House,2013
Struck by Lightning,2013
Broken City,2013
The Last Stand,2013
LUV,2013
Mama,2013
Officer Down,2013
Hansel & Gretel: Witch Hunters,2013
John Dies at the End,2013
Knife Fight,2013
Movie 43,2013
Parker,2013
Supporting Characters,2013
Bullet to the Head,2013
The Haunting in Connecticut 2: Ghosts of Georgia,2013
Sound City,2013
Stand Up Guys,2013
Warm Bodies,2013
A Glimpse Inside the Mind of Charles Swan III,2013
Identity Thief,2013
Side Effects,2013
Top Gun 3D,2013
Beautiful Creatures,2013
A Good Day to Die Hard,2013
Safe Haven,2013
Escape from Planet Earth,2013
"Bless Me, Ultima",2013
Dark Skies,2013
Snitch,2013
To the Wonder,2013
21 & Over,2013
Jack the Giant Slayer,2013
The Last Exorcism Part II,2013
Phantom,2013
Stoker,2013
Dead Man Down,2013
Emperor,2013
The Call,2013
The Incredible Burt Wonderstone,2013
Spring Breakers,2013
Admission,2013
The Croods,2013
Inappropriate Comedy,2013
Love and Honor,2013
Olympus Has Fallen,2013
Phil Spector,2013
Trance,2013
G.I. Joe: Retaliation,2013
The Host,2013
The Place Beyond the Pines,2013
Temptation: Confessions of a Marriage Counselor,2013
Wrong,2013
The Brass Teapot,2013
Evil Dead,2013
Jurassic Park 3D,2013
Upstream Color,2013
42,2013
Disconnect,2013
It's a Disaster,2013
Scary Movie 5,2013
Java Heat,2013
Home Run,2013
The Lords of Salem,2013
Oblivion,2013
At Any Price,2013
Arthur Newman,2013
The Big Wedding,2013
Mud,2013
Pain & Gain,2013
Greetings from Tim Buckley,2013
The Iceman,2013
Kiss of the Damned,2013
What Maisie Knew,2013
Aftershock,2013
The Great Gatsby,2013
He's Way More Famous Than You,2013
No One Lives,2013
Peeples,2013
Star Trek Into Darkness,2013
Black Rock,2013
The English Teacher,2013
Frances Ha,2013
The Reluctant Fundamentalist,2013
The Hangover Part III,2013
Before Midnight,2013
Epic,2013
Behind the Candelabra,2013
After Earth,2013
Byzantium,2013
The East,2013
The Kings of Summer,2013
Now You See Me,2013
Hello Herman,2013
The Internship,2013
Much Ado About Nothing,2013
The Purge,2013
Tiger Eyes,2013
Violet & Daisy,2013
This Is the End,2013
The Bling Ring,2013
Hatchet III,2013
My Little Pony: Equestria Girls,2013
This Is Martin Bonner,2013
World War Z,2013
How to Make Money Selling Drugs,2013
Copperhead,2013
The Heat,2013
Hummingbird,2013
Some Girl(s),2013
White House Down,2013
Kevin Hart: Let Me Explain,2013
The Lone Ranger,2013
Bad Words,2013
Stuck in Love,2013
The Way Way Back,2013
Dealin' with Idiots,2013
Fruitvale Station,2013
Grown Ups 2,2013
Killing Season,2013
Pacific Rim,2013
V/H/S/2,2013
Turbo,2013
The Conjuring,2013
Girl Most Likely,2013
R.I.P.D.,2013
Red 2,2013
The World's End,2013
Blue Jasmine,2013
Romeo & Juliet,2013
The To Do List,2013
The Wolverine,2013
The Smurfs 2,2013
2 Guns,2013
The Canyons,2013
Europa Report,2013
The Spectacular Now,2013
Percy Jackson: Sea of Monsters,2013
We're the Millers,2013
Elysium,2013
Planes,2013
Clear History,2013
Ain't Them Bodies Saints,2013
The Butler,2013
Jobs,2013
Kick-Ass 2,2013
Paranoia,2013
The Mortal Instruments: City of Bones,2013
Drinking Buddies,2013
Scenic Route,2013
Short Term 12,2013
You're Next,2013
Closed Circuit,2013
Getaway,2013
The Lifeguard,2013
Hell Baby,2013
Riddick,2013
Touchy Feely,2013
August: Osage County,2013
The Family,2013
Insidious: Chapter 2,2013
Dick Figures: The Movie,2013
Battle of the Year,2013
Enough Said,2013
Prisoners,2013
Rush,2013
The Wizard of Oz 3D,2013
Baggage Claim,2013
Cloudy with a Chance of Meatballs 2,2013
Don Jon,2013
Metallica: Through the Never,2013
1,2013
Grace Unplugged,2013
Runner Runner,2013
Captain Phillips,2013
Machete Kills,2013
12 Years a Slave,2013
Escape Plan,2013
Carrie,2013
The Fifth Estate,2013
I'm in Love with a Church Girl,2013
The Counselor,2013
Jackass Presents: Bad Grandpa,2013
About Time,2013
Dallas Buyers Club,2013
Ender's Game,2013
Free Birds,2013
Last Vegas,2013
The Book Thief,2013
Thor: The Dark World,2013
The Best Man Holiday,2013
The Christmas Candle,2013
Contracted,2013
Delivery Man,2013
Nebraska,2013
Philomena,2013
Black Nativity,2013
Homefront,2013
Oldboy,2013
Crave,2013
Inside Llewyn Davis,2013
Out of the Furnace,2013
American Hustle,2013
A Madea Christmas,2013
Saving Mr. Banks,2013
Anchorman 2: The Legend Continues,2013
Her,2013
Walking with Dinosaurs,2013
47 Ronin,2013
Grudge Match,2013
Lone Survivor,2013
The Secret Life of Walter Mitty,2013
The Wolf of Wall Street,2013
Labor Day,2013
American Sniper,2014
Guardians of the Galaxy,2014
The Hunger Games: Mockingjay – Part 1,2014
Captain America: The Winter Soldier,2014
The Lego Movie,2014
Transformers: Age of Extinction,2014
Maleficent,2014
X-Men: Days of Future Past,2014
Dawn of the Planet of the Apes,2014
Big Hero 6,2014
Paranormal Activity: The Marked Ones,2014
Open Grave,2014
Cold Comes the Night,2014
Dumbbells,2014
The Legend of Hercules,2014
Raze,2014
Back in the Day,2014
Devil's Due,2014
Jack Ryan: Shadow Recruit,2014
Jamesy Boy,2014
The Nut Job,2014
Ride Along,2014
Black Water Vampire,2014
"I, Frankenstein",2014
Mega Shark Versus Mecha Shark,2014
That Awkward Moment,2014
Somewhere Slow,2014
Android Cop,2014
The Outsider,2014
Scorned,2014
After the Dark,2014
Nurse 3D,2014
The Monuments Men,2014
The Pretty One,2014
Vampire Academy,2014
RoboCop,2014
About Last Night,2014
Adult World,2014
Camp Takota,2014
Date and Switch,2014
Endless Love,2014
Someone Marry Barry,2014
Winter's Tale,2014
Apocalypse Pompeii,2014
3 Days to Kill,2014
Angels in Stardust,2014
Barefoot,2014
Holy Ghost People,2014
Pompeii,2014
The Bag Man,2014
Non-Stop,2014
Repentance,2014
Son of God,2014
300: Rise of an Empire,2014
Mr. Peabody & Sherman,2014
The Grand Budapest Hotel,2014
Better Living Through Chemistry,2014
Need for Speed,2014
The Single Moms Club,2014
Veronica Mars,2014
Cheap Thrills,2014
Divergent,2014
God's Not Dead,2014
Muppets Most Wanted,2014
50 to 1,2014
Noah,2014
Sabotage,2014
15 to Life: Kenneth's Story,2014
The Ladies of the House,2014
Alien Abduction,2014
In the Blood,2014
Jinn,2014
Draft Day,2014
Oculus,2014
Rio 2,2014
Asian School Girls,2014
Heaven Is for Real,2014
Authors Anonymous,2014
A Haunted House 2,2014
Kid Cannabis,2014
Transcendence,2014
13 Sins,2014
Brick Mansions,2014
The Other Woman,2014
Walking with the Enemy,2014
The Amazing Spider-Man 2,2014
Bad Johnson,2014
Decoding Annie Parker,2014
Walk of Shame,2014
Devil's Knot,2014
God's Pocket,2014
Moms' Night Out,2014
Neighbors,2014
Stage Fright,2014
Godzilla,2014
Million Dollar Arm,2014
The Angriest Man in Brooklyn,2014
Blended,2014
Cold in July,2014
A Million Ways to Die in the West,2014
Chef,2014
Edge of Tomorrow,2014
The Fault in Our Stars,2014
Ping Pong Summer,2014
22 Jump Street,2014
Hellion,2014
How to Train Your Dragon 2,2014
Lullaby,2014
Murder 101,2014
Obvious Child,2014
The Signal,2014
Jersey Boys,2014
Think Like a Man Too,2014
Rebound,2014
